news_id,title,date,url
46940,Эксперты РГПУ им. А. И. Герцена рассказали в Узбекистане об успешном опыте подготовки педагогических кадров,22 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46940
46931,РГПУ и Институт переподготовки и повышения квалификации кадров системы высшего образования Узбекистана намерены развивать совместные программы,22 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46931
46904,"«Незабытые имена»: Леонид Кабачек — педагог, художник, фронтовик",22 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46904
46946,В РГПУ им. А. И. Герцена прошел семинар по профилактике экстремизма среди иностранных студентов,22 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46946
46901,Герценовский университет будет реализовывать сотрудничество  с китайским вузом по модели «2+2»,21 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46901
46910,Более 100 ученых-ботаников проведут исследования на геостанции РГПУ «Железо» в рамках научной конференции,21 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46910
46902,Команды студсоветов РГПУ им. А. И. Герцена прошли испытания в борьбе за звание лучших,21 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46902
46835,Завершен капитальный ремонт общежития РГПУ им. А. И. Герцена на Лиговском проспекте,21 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46835
46917,Герценовский университет стал участником презентации программы «Клубы создателей смыслов»,21 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46917
46899,"«О людях с горячим сердцем»: Ирина Никитенко — труд, принесший успех",21 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46899
46920,Более 1 тысячи проектов получат премии по итогам второго сезона Конкурса инициатив родительских сообществ общества «Знание»,21 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46920
46839,Санкт-Петербург впервые принимает ежегодный Фестиваль вьетнамского языка — на площадке РГПУ им. А. И. Герцена,20 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46839
46840,Герценовские ученые выполнят радиоуглеродное датирование материалов с раскопок античного полиса Херсонес,20 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46840
46844,Фабио Мастранджело на мастер-классе для герценовских студентов раскрыл особенности работы концертмейстера,20 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46844
46832,В РГПУ им. А. И. Герцена откроется Вьетнамский культурный центр,20 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46832
46816,Студенты 19 вузов приняли участие во Всероссийской олимпиаде по общей химии в Герценовском университете,20 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46816
46807,Вопросы синтеза различных направлений искусства обсуждались на конференции в РГПУ им. А. И. Герцена,20 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46807
46830,«Незабытые имена»: Михаил Ульянов — педагог с фронтовой выправкой,20 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46830
46821,«Студенческая филармония РГПУ им. А И. Герцена» дала концерт в Госпитале для ветеранов войн,20 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46821
46785,Герценовский университет планирует запустить во Вьетнаме новые образовательные проекты,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46785
46800,Институт народов Севера РГПУ им. А. И. Герцена отметит свое 95-летие ассамблеей,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46800
46773,Самоконтроль и трудолюбие: герценовские географы вернулись из арктической экспедиции,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46773
46748,В РГПУ им. А. И. Герцена прошел бал выпускников психолого-педагогических классов,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46748
46778,Студенческая филармония РГПУ им. А. И. Герцена представила концерт «Поклонимся великим тем годам» к 80-летию Победы,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46778
46782,В РГПУ им. А. И. Герцена пройдет V Фестиваль вьетнамского языка,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46782
46766,"Неделя в РГПУ им. А. И. Герцена: 228-летие университета, «Ночь музеев» и библиотечный союз с Китаем",19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46766
46764,Ко дню рождения РГПУ им. А. И. Герцена стартовали два выставочных проекта,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46764
46751,Герценовский университет организовал первый турнир по женскому футболу среди команд педагогических вузов,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46751
46749,Около 500 гостей «Ночи музеев» посетили Открытый кампус Герценовского университета,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46749
46755,В рамках внутреннего гранта РГПУ им. А. И. Герцена выполнено исследование научного наследия Ирины Глинской,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46755
46756,Герценовские методики обучения иностранным языкам презентовали в Китае,19 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46756
46720,РГПУ им. А. И. Герцена активно включился в реализацию концепции по развитию естественно-научного образования,16 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46720
46733,Впервые в этом году чемпионат по профмастерству «Абилимпикс» пройдет среди участников СВО,16 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46733
46734,На конференции в РГПУ обсудили цифровизацию и использование ИИ в практике обучения химии,16 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46734
46714,Герценовский университет и БГПУ совместно реализуют научные проекты по ряду перспективных направлений,16 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46714
46700,От каллиграфии до химических опытов: Молодежный Герценовский фестиваль предложил студентам более 20 активностей,16 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46700
46724,Искусство танца объединило молодые семьи Герценовского университета,16 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46724
46708,Современность через призму прошлого: проект «Без срока давности» в Герценовском университете,16 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46708
46701,Сергей Кравцов: День основания Минпросвещения России — символ решительных шагов в развитии образования,16 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46701
46654,Ко дню рождения РГПУ им. А. И. Герцена обновлен зал заседаний диссертационных советов,15 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46654
46648,Герценовский университет вошел в рейтинг медиаактивности вузов от Российского союза ректоров,15 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46648
46644,Гостями «Школы осознанного выбора» в Герценовском университете стали студенты колледжа искусств из Республики Тыва,15 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46644
46604,"С днем рождения, дорогой университет: интервью с ректором РГПУ им. А. И. Герцена Сергеем Тарасовым",14 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46604
46625,"Наука, Открытый кампус, цифровизация: Сергей Тарасов ответил на вопросы журналистов",14 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46625
46623,"Концерт, флешмоб и выставки: Герценовский университет отметил свое 228-летие",14 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46623
46621,Педагогические вузы России обсудили векторы развития в системе образования,14 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46621
46607,Друзья РГПУ им. А. И. Герцена поздравили университет с днем рождения,14 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46607
